"mim","mom","gam","mov","a1","lambd","xdim","ydim","K","Tm_init","rg_init","                     Tm_mu","rg_mu","Time","Sex_ratio","Time-in","Tm","Tf","Gift","RejPr","Offs","                     N","Vr_Tm","Vr_Rj","M_m","N_m","Beta","M_males","M_females","                     M_male_gft"
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.485,0.272,0.199359,2,0.050485,0,288,1000,0.000196,0,0.838235,-0.05988,1.060606,0.628571,1.060606,0.057143
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.484,0.259,0.120545,2,0.036822,0,297,1000,0.000187,0,0.72973,-0.036384,0.977099,0.507812,0.946565,159182.382812
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.508,0.273,0.153529,2,0.046748,0,264,1000,0.000215,0,0.893773,0.018848,0.895833,0.658915,1.104167,0.085271
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.482,0.298,0.084306,2,0.030888,0,305,1000,0.000207,0,0.885906,-0.010396,1.013514,0.693333,1.081081,0.013333
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.492,0.264,0.086507,2,0.019685,0,263,1000,0.000226,0,0.814394,0.025379,0.76,0.552632,1.013333,0.109737
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.515,0.264,0.006395,2,0.004124,0,276,1000,0.000228,0,0.863636,-0.042881,0.62963,0.558824,1.055556,0.019608
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.487,0.319,0.235878,2,0.072125,0,293,1000,0.000214,0,0.871473,-0.016398,1.2,0.718391,1.055172,0.050109
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.514,0.318,0.198638,2,0.082305,0,286,1000,0.000196,0,0.805031,0.073034,0.904192,0.496689,1.083832,0.116442
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.488,0.273,0.122726,2,0.03125,0,299,1000,0.000207,0,0.791209,-0.054869,0.869863,0.519685,1.027397,0.063622
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.473,0.298,0.094494,2,0.037951,0,297,1000,0.000184,0,0.902685,0.049004,0.77381,0.7,1.059524,81955.608154
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.481,0.317,0.239029,2,0.077071,0,293,1000,0.000214,0,0.870662,0.026686,1.006329,0.716981,1.025316,0.108213
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.494,0.283,0.130553,2,0.035573,0,286,1000,0.000212,0,0.773852,0.098231,0.938356,0.525547,1.006849,0.168102
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.5,0.275,0.157224,2,0.052,0,284,1000,0.000221,0,0.869091,-0.036473,1.115385,0.648276,1.115385,0.056207
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.527,0.259,0.040643,2,0.014799,0,257,1000,0.0002,0,0.853282,-0.064459,0.628931,0.52,1.062893,0.02
0.01,0.01,1.5,1,2,1,1,1,1000,0,0,0.01,0,39999,0.524,0.257,-0.036348,2,0,0,245,1000,0.000213,0,0.863813,0.047066,0.784722,0.522124,1.131944,0.001504
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.528,0.312,0.190953,2,0.052966,0,263,1000,0.000212,0,0.871795,-0.02622,0.890909,0.612245,1.10303,0.061224
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.489,0.298,0.164433,2,0.066536,0,351,1000,0.000201,0,0.872483,-0.025356,1.041096,0.611842,1.143836,65978.236842
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.509,0.298,0.112298,2,0.028513,0,241,1000,0.000178,0,0.828859,-0.027946,1.041096,0.618421,1.047945,0.013636
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.48,0.296,0.129564,2,0.034615,0,312,1000,0.000203,0,0.837838,0.085564,1.027397,0.633333,1.047945,0.053867
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.492,0.275,0.103912,2,0.05315,0,303,1000,0.00019,0,0.869091,-0.030114,0.762821,0.596639,1.076923,0.05042
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.491,0.3,0.147591,2,0.049116,0,310,1000,0.000201,0,0.87,0.042672,0.898734,0.71831,1.006329,0.098592
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.532,0.272,0.13441,2,0.049145,0,278,1000,0.000187,0,0.764706,0.033415,1.108527,0.524476,1.031008,0.083916
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.49,0.29,0.138793,2,0.043137,0,284,1000,0.000201,0,0.872414,-0.014251,0.835443,0.613636,1.088608,0.060606
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.509,0.272,0.168064,2,0.05499,0,253,1000,0.000185,0,0.805147,-0.076238,0.902098,0.55814,1.027972,0.093101
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.476,0.272,0.182326,2,0.074427,0,312,1000,0.000206,0,0.845588,0.014085,0.888889,0.648438,1.020833,0.114062
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.474,0.282,0.063469,2,0.01711,0,283,1000,0.000199,0,0.865248,-0.116791,0.668639,0.59292,1.047337,0.062301
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.52,0.279,0.089502,2,0.03125,0,294,1000,0.0002,0,0.842294,0.09506,0.811688,0.496,1.123377,86476.56008
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.473,0.293,0.129051,2,0.041746,0,274,1000,0.000211,0,0.860068,-0.087066,0.878205,0.656934,1.038462,0.075851
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.552,0.269,0.119161,2,0.022321,0,275,1000,0.000212,0,0.799257,0.005502,0.935252,0.507692,1.071942,250948.630769
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.496,0.315,0.199552,2,0.06746,0,301,1000,0.00018,0,0.825397,0.037421,1.128378,0.652695,1.02027,0.084371
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.508,0.286,0.163656,2,0.038618,0,226,1000,0.000216,0,0.765734,0.033453,1.057554,0.537415,1.007194,0.048503
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.485,0.29,0.194085,2,0.081553,0,249,1000,0.000204,0,0.758621,0.00796,1.33871,0.566265,1.016129,0.036145
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.512,0.262,0.107383,2,0.026639,0,263,1000,0.000217,0,0.767176,0.048508,0.84507,0.458333,1.028169,0.05
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.514,0.295,0.13291,2,0.037037,0,259,1000,0.000196,0,0.813559,-0.033119,1.006803,0.567568,1.061224,0.018192
0.01,0.01,1.6,1,2,1,1,1,1000,0,0,0.01,0,39999,0.471,0.271,0.094908,2,0.034026,0,273,1000,0.000185,0,0.822878,0.033698,0.992647,0.651852,0.992647,0.130983
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.529,0.319,0.153451,2,0.04034,0,263,1000,0.000212,0,0.890282,0.097631,1.2,0.626437,1.206897,0.051954
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.497,0.264,0.145359,2,0.055666,0,275,1000,0.000189,0,0.761364,0.059,1.25641,0.55102,1.025641,0.127959
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.488,0.292,0.154064,2,0.066406,0,303,1000,0.000205,0,0.859589,0.068233,0.946667,0.683099,1.026667,0.056338
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.499,0.282,0.15588,2,0.041916,0,280,1000,0.000192,0,0.826241,-0.027987,1.014286,0.56338,1.092857,384368.148894
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.504,0.296,0.208814,2,0.072581,0,270,1000,0.000216,0,0.760135,0.060711,1.144928,0.544304,1.007246,0.137975
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.496,0.316,0.164404,2,0.069444,0,288,1000,0.000193,0,0.835443,-0.129138,1,0.64557,1.025316,0.045572
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.49,0.245,-0.123399,2,0,0,255,1000,0.000203,0,0.967347,-0.076879,0.53125,0.682353,1.11875,582601.4
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.502,0.286,0.187307,2,0.074297,0,318,1000,0.000196,0,0.769231,-0.124839,1.087591,0.577181,0.978102,0.080537
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.515,0.299,0.155296,2,0.057732,0,284,1000,0.000224,0,0.789298,0.07032,1.047945,0.555556,1.034247,0.03268
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.489,0.309,0.171146,2,0.050881,0,330,1000,0.000215,0,0.805825,-0.062091,1.272059,0.583815,1.088235,0.034798
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.492,0.254,-0.081187,2,0,0,262,1000,0.000213,0,0.897638,0.040446,0.671053,0.627451,1.078947,0.068627
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.503,0.271,0.221723,2,0.062374,0,282,1000,0.000175,0,0.800738,0.058437,0.935714,0.59542,0.992857,57154.648855
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.492,0.259,-0.078515,2,0,0,295,1000,0.0002,0,0.880309,0.066813,0.639241,0.623762,1.044304,0
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.491,0.308,0.127892,2,0.039293,0,294,1000,0.000221,0,0.814935,-0.019753,0.925,0.567568,1.04375,0.028875
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.509,0.284,0.184414,2,0.063136,0,281,1000,0.000208,0,0.862676,0.036408,0.945205,0.623188,1.089041,0.07029
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.496,0.326,0.176679,2,0.071429,0,318,1000,0.000213,0,0.803681,-0.033821,0.906433,0.580645,1.005848,0.064581
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.484,0.257,0.148759,2,0.054264,0,272,1000,0.000183,0,0.910506,-0.025771,0.701987,0.650943,1.092715,0.037736
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.523,0.303,0.281825,2,0.092243,0,299,1000,0.000201,0,0.768977,-0.026121,1.179856,0.506098,1.079137,0.097561
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.484,0.279,0.190368,2,0.054264,0,283,1000,0.000192,0,0.863799,0.028484,0.823529,0.634921,1.052288,0.151349
0.01,0.01,1.7,1,2,1,1,1,1000,0,0,0.01,0,39999,0.487,0.281,0.114174,2,0.050682,0,286,1000,0.000205,0,0.86121,0.02264,0.937931,0.661765,1.048276,0.014706
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.501,0.33,0.190286,2,0.062124,0,322,1000,0.000217,0,0.857576,-0.024046,1.075472,0.660819,1.069182,191857.266371
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.462,0.294,0.072872,2,0.027881,0,356,1000,0.000212,0,0.880952,-0.017784,0.689655,0.575,1.091954,0.04246
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.48,0.299,0.147757,2,0.05,0,283,1000,0.000196,0,0.862876,0.00639,0.916667,0.594406,1.108974,0.057186
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.514,0.282,0.170404,2,0.049383,0,242,1000,0.000191,0,0.762411,0.01699,1.203125,0.545455,1.023438,0.103961
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.522,0.287,0.156518,2,0.046025,0,266,1000,0.000205,0,0.818815,0.037267,0.851613,0.568182,1.032258,0.1275
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.494,0.305,0.185533,2,0.059289,0,280,1000,0.0002,0,0.82623,-0.078025,1.019868,0.636364,1.019868,0.065325
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.499,0.299,0.222967,2,0.073852,0,293,1000,0.000204,0,0.842809,0.055759,0.993333,0.644295,1.04,0.114094
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.523,0.316,0.142011,2,0.039832,0,275,1000,0.000191,0,0.810127,-0.017428,0.892216,0.503356,1.083832,72377.845638
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.507,0.292,0.167784,2,0.042596,0,284,1000,0.000242,0,0.842466,0.002758,0.836478,0.62406,1.025157,0.082857
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.503,0.331,0.208022,2,0.05835,0,268,1000,0.000201,0,0.776435,-0.05451,1.314685,0.579787,1.034965,0.079787
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.493,0.261,0.010805,2,0.003945,0,268,1000,0.000204,0,0.900383,0.036718,0.553571,0.55914,1.089286,110526.010968
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.486,0.328,0.262641,2,0.09144,0,340,1000,0.000201,0,0.868902,-0.022907,1.089172,0.71345,1.038217,66903.305128
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.498,0.309,0.13897,2,0.027888,0,276,1000,0.000193,0,0.79288,0.089969,1.176056,0.60479,1.014085,130465.269521
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.512,0.276,0.166276,2,0.036885,0,290,1000,0.000186,0,0.804348,0.055018,0.971429,0.573529,1.028571,0.081176
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.514,0.321,0.203753,2,0.069959,0,314,1000,0.000209,0,0.757009,-0.026389,1.00625,0.546584,0.96875,0.151553
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.47,0.307,0.225694,2,0.083019,0,322,1000,0.000207,0,0.85342,0.028518,1.161972,0.715152,1.014085,205193.853333
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.483,0.287,0.160652,2,0.044487,0,314,1000,0.000184,0,0.808362,0.09602,1.110294,0.609272,1.029412,0.058278
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.512,0.3,0.171784,2,0.057377,0,305,1000,0.000183,0,0.816667,0.004583,1.097902,0.566879,1.090909,0.066824
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.513,0.289,0.226141,2,0.073922,0,299,1000,0.000184,0,0.795848,-0.043034,1.064286,0.583893,1.021429,0.100671
0.01,0.01,1.8,1,2,1,1,1,1000,0,0,0.01,0,39999,0.508,0.289,0.104403,2,0.02439,0,290,1000,0.00021,0,0.782007,-0.009084,0.901316,0.525547,1.013158,0.016952
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.506,0.314,0.246132,2,0.074899,0,305,1000,0.000194,0,0.83121,-0.033399,1.472441,0.59893,1.173228,0.082686
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.489,0.268,0.175749,2,0.068493,0,338,1000,0.000175,0,0.839552,-0.004988,1,0.641791,1.037313,0.124627
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.5,0.314,0.250209,2,0.084,0,336,1000,0.000186,0,0.818471,0.104762,1.038961,0.6625,0.980519,0.124625
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.508,0.339,0.257416,2,0.097561,0,306,1000,0.000205,0,0.722714,-0.001397,1.337931,0.489691,1.034483,58709.953608
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.491,0.33,0.281922,2,0.088409,0,292,1000,0.000195,0,0.80303,0.010883,1.323944,0.617021,1.049296,0.085372
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.48,0.291,0.231674,2,0.059615,0,321,1000,0.000199,0,0.869416,0.027708,0.88961,0.715328,1.006494,0.074875
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.525,0.276,0.110713,2,0.033684,0,247,1000,0.000174,0,0.807971,-0.054549,0.93007,0.571429,1.027972,321263.977444
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.503,0.308,0.2296,2,0.064386,0,292,1000,0.000192,0,0.788961,0.035128,1.013072,0.522581,1.058824,0.191613
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.484,0.305,0.138445,2,0.036822,0,278,1000,0.000211,0,0.822951,0.14365,0.918239,0.643836,0.987421,382788.227083
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.507,0.303,0.152878,2,0.056795,0,244,1000,0.000215,0,0.755776,0.038108,1.075342,0.490446,1.041096,0.150318
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.493,0.309,0.264312,2,0.116371,0,328,1000,0.00022,0,0.838188,-0.096929,1.087838,0.63354,1.060811,0.080745
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.489,0.274,0.132984,2,0.029354,0,290,1000,0.000211,0,0.839416,-0.067736,1.044776,0.6,1.089552,0.122368
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.488,0.341,0.277902,2,0.095703,0,324,1000,0.000206,0,0.841642,-0.035198,1.118012,0.694444,1.006211,0.138889
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.529,0.321,0.276859,2,0.087049,0,306,1000,0.000192,0,0.732087,-0.033213,1.276596,0.483333,1.049645,0.111111
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.524,0.29,0.220454,2,0.073529,0,250,1000,0.000212,0,0.734483,0.077176,1.19697,0.493671,1.022727,0.069684
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.506,0.313,0.245247,2,0.08502,0,313,1000,0.000216,0,0.728435,-0.064324,1.219858,0.55814,0.93617,0.075814
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.5,0.304,0.20934,2,0.072,0,288,1000,0.000179,0,0.792763,0.146572,1.040268,0.6,0.993289,0.058129
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.501,0.292,0.212108,2,0.078156,0,300,1000,0.000201,0,0.832192,-0.04602,1.056338,0.593333,1.084507,0.113533
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.458,0.312,0.235933,2,0.071956,0,321,1000,0.000194,0,0.794872,0.045682,1.122449,0.648485,0.959184,0.098443
0.01,0.01,1.9,1,2,1,1,1,1000,0,0,0.01,0,39999,0.491,0.294,0.174208,2,0.043222,0,254,1000,0.000184,0,0.77551,0.089425,1.027586,0.577181,0.97931,0.060403
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.479,0.307,0.197394,2,0.067179,0,271,1000,0.000216,0,0.771987,0.056179,1.208633,0.577381,1.007194,0.047619
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.492,0.302,0.149204,2,0.045276,0,300,1000,0.000188,0,0.84106,-0.042579,0.819277,0.588235,1.048193,0.073529
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.503,0.299,0.255713,2,0.090543,0,297,1000,0.000165,0,0.789298,-0.072803,1.24812,0.584337,1.045113,0.114639
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.515,0.344,0.245341,2,0.074227,0,297,1000,0.000219,0,0.860465,-0.054994,0.988439,0.666667,1.052023,0.077515
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.515,0.289,0.141405,2,0.045361,0,234,1000,0.000197,0,0.785467,0.098868,1.094203,0.523179,1.072464,0.060066
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.513,0.319,0.249775,2,0.075975,0,359,1000,0.00018,0,0.818182,-0.019986,1.262411,0.634831,1.049645,0.108112
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.49,0.29,0.232147,2,0.064706,0,294,1000,0.000209,0,0.813793,-0.081728,1.180451,0.649682,1.007519,0.095605
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.484,0.312,0.314633,2,0.100775,0,325,1000,0.000175,0,0.798077,0.036198,1.363636,0.638889,1.015152,0.133444
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.491,0.289,0.223954,2,0.086444,0,308,1000,0.00019,0,0.802768,0.040121,1.109489,0.592105,1.036496,0.039474
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.519,0.307,0.169633,2,0.047817,0,273,1000,0.000203,0,0.788274,0.004922,1.274074,0.575581,1.059259,0.049498
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.519,0.29,0.242068,2,0.08316,0,263,1000,0.000216,0,0.693103,-0.010066,1.436975,0.467836,1.016807,0.117018
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.509,0.317,0.23983,2,0.046843,0,295,1000,0.000198,0,0.817035,-0.077725,1.171233,0.637427,1.027397,0.09462
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.485,0.306,0.230454,2,0.067961,0,320,1000,0.000214,0,0.816993,-0.019236,1.04,0.570513,1.073333,0.112966
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.498,0.287,0.215056,2,0.051793,0,283,1000,0.000191,0,0.860627,-0.005763,0.939189,0.690647,1.02027,327355.856331
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.531,0.296,0.200447,2,0.066098,0,293,1000,0.000193,0,0.847973,0.103662,0.88535,0.546763,1.11465,0.087703
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.519,0.325,0.203993,2,0.066528,0,287,1000,0.000202,0,0.750769,0.042263,1.03125,0.424242,1.0875,135905.515152
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.505,0.326,0.227264,2,0.090909,0,330,1000,0.000195,0,0.766871,0.128216,1.130719,0.554913,1.006536,0.063584
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.51,0.327,0.239637,2,0.083673,0,294,1000,0.000195,0,0.810398,-0.097438,1.056604,0.613095,1.018868,0.164125
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.503,0.285,0.188017,2,0.05835,0,277,1000,0.000204,0,0.831579,-0.029419,1.126866,0.556291,1.141791,0.059801
0.01,0.01,2,1,2,1,1,1,1000,0,0,0.01,0,39999,0.5,0.302,0.200104,2,0.042,0,283,1000,0.000205,0,0.84106,0.11633,1.157143,0.641975,1.071429,0.061728
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.5,0.252,-0.034664,2,0,0,264,1000,0.000213,0,0.888889,-0.006044,0.536585,0.488636,1.103659,0
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.511,0.26,-0.04122,2,0,0,264,1000,0.000206,0,0.873077,0.025996,0.604938,0.530612,1.080247,106150.602041
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.51,0.259,-0.019817,2,0,0,278,1000,0.000194,0,0.857143,0.102824,0.532544,0.522222,1.035503,0.033778
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.511,0.249,-0.027434,2,0,0,247,1000,0.000189,0,0.84739,-0.058516,0.804348,0.594595,1.050725,93634.579006
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.518,0.27,0.008569,2,0.002075,0,284,1000,0.000195,0,0.892593,0.057302,0.788079,0.630252,1.099338,0.042701
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.513,0.253,-0.096241,2,0,0,241,1000,0.000194,0,0.857708,-0.090258,0.756944,0.59633,1.055556,190819.615046
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.497,0.264,0.003555,2,0.001988,0,276,1000,0.000189,0,0.893939,-0.039472,0.670886,0.641509,1.063291,0.028671
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.481,0.277,-0.053989,2,0,0,298,1000,0.000207,0,0.938628,-0.01502,0.505435,0.655914,1.081522,0.000215
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.495,0.267,0.002954,2,0.00198,0,253,1000,0.000189,0,0.895131,-0.017835,0.828767,0.603306,1.136986,0.14876
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.499,0.267,-0.026868,2,0,0,277,1000,0.000196,0,0.906367,0.042564,0.618182,0.607843,1.090909,0.009804
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.514,0.256,-0.010551,2,0,0,257,1000,0.000196,0,0.867188,0.006872,0.741497,0.541284,1.108844,1430195.642477
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.517,0.254,-0.000929,2,0,0,261,1000,0.000194,0,0.870079,0.06128,0.671053,0.568627,1.072368,0.029412
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.525,0.233,-0.024876,2,0,0,252,1000,0.000218,0,0.896996,-0.035825,0.618056,0.58427,1.090278,0.101124
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.518,0.216,-0.042523,2,0,0,215,1000,0.000211,0,0.833333,-0.035398,0.714286,0.422222,1.126984,230961.455556
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.479,0.25,-0.168007,2,0,0,281,1000,0.000207,0,0.892,-0.040393,0.623377,0.583333,1.084416,0.09375
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.526,0.251,-0.008708,2,0,0,236,1000,0.000183,0,0.812749,0.030542,0.695946,0.466019,1.054054,0.001359
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.502,0.276,-0.00904,2,0,0,274,1000,0.000182,0,0.873188,0.011618,0.682927,0.598214,1.060976,92864.241071
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.464,0.257,-0.027019,2,0,0,264,1000,0.000195,0,0.902724,0.050733,0.616352,0.704082,1.025157,0.156735
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.516,0.266,-0.035645,2,0,0,256,1000,0.000208,0,0.864662,-0.046101,0.75,0.614035,1.052632,547613.298246
0.01,0.01,0,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.527,0.248,-0.15037,2,0,0,276,1000,0.000202,0,0.822581,-0.010452,0.722222,0.442308,1.097222,0
0.01,0.01,0.1,1,2.2,1,1,1,1000,0,0,0.01,0,39999,0.504,0.239,-0.038358,2,0,0,244,1000,0.000194,0,0.866109,0.065195,0.719424,0.61,1.05036,0.344782
